

Results from heasarc_hipparcos: Hipparcos Main Catalog
Coordinate system:  Equatorial
|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |hd_id |
|   24.39|  -20.84|     92308| 5.46|282.21029394|-43.67999681|173715|
|   -9.40|    1.87|     34624| 5.46|107.58052770|-27.49152460| 55070|
|   62.89|  -58.65|     20156| 5.46|064.80492598|+50.04883763| 27084|
|  -21.21|  -24.02|     75647| 5.46|231.82560314|-36.76750151|137432|
|   20.84| -131.94|     25768| 5.46|082.53942437|-47.07733403| 36553|
|    8.19|   13.44|     34912| 5.46|108.34747243|+51.42871249| 54895|
|    1.49|   -3.69|     94827| 5.46|289.43181365|+23.02554904|180968|
|  -17.40|  -30.30|     52595| 5.46|161.31822960|-80.46952330| 93779|
|  -29.54|  -39.41|     62131| 5.46|191.00229297|-28.32386102|110666|
|  -37.77|  -12.64|     63066| 5.46|193.83108971|-42.91570150|112213|
| -102.43|   80.99|     46358| 5.46|141.77707532|-71.60209195| 82350|
|  -44.29|  -14.07|     35180| 5.46|109.06075146|-15.58565483| 56405|
|  121.08| -125.41|     21685| 5.46|069.83182532|-14.35888729| 29613|
|  -29.31|   27.58|     42637| 5.46|130.33167303|-78.96342637| 75416|
|   -4.34|   -3.04|     81305| 5.46|249.09402476|-42.85885401|149404|
|  -25.16|    2.44|     46741| 5.46|142.90134667|-73.08091865| 83095|
|   36.31|   -5.11|     79488| 5.46|243.31420074|+05.02109890|145892|
| -114.43|   60.34|     75572| 5.46|231.57277020|+34.33584960|137704|
|   99.51|   13.43|    106787| 5.46|324.43903480|+19.31857481|205852|
|   22.16|  -42.97|     95865| 5.46|292.46738503|-26.98551060|183275|
|    7.08|   -0.47|     98194| 5.46|299.30776056|+40.36782505|189178|
| -104.36| -146.68|     96536| 5.46|294.39365282|-14.30144432|184985|
|   -1.75|   -2.47|     82676| 5.46|253.50765901|-41.80638305|152234|
|   -4.50|   65.95|     27566| 5.46|087.56999717|-79.36152292| 40953|
|  -10.39|  -28.58|     28943| 5.46|091.63376334|-23.11077641| 41841|
| -136.05|   56.38|     66634| 5.46|204.87741499|+52.92107136|119024|
|    1.28|   -0.89|     25861| 5.46|082.81054942|+03.29213510| 36351|
|    5.63|    3.10|     95073| 5.46|290.14867994|-00.89216854|181440|
|  137.06|  -45.58|      4288| 5.46|013.74174956|+23.62844595|  5286|
|   -1.37|   -2.30|     92831| 5.46|283.71740921|+41.60272814|175740|
|  -18.10|  -52.22|     24902| 5.46|080.06118220|+41.08633916| 34557|
|  -14.21|  -95.13|     56290| 5.46|173.08648748|+61.08275166|100203|
|   82.31|  -46.41|    106044| 5.47|322.18661378|-69.50527320|203881|
|  -20.60|   34.02|    103145| 5.47|313.47461043|+33.43780855|199101|
|  -12.02|   -8.94|     61071| 5.47|187.75236725|+24.56718941|108945|
|   -9.76|   -0.76|     43325| 5.47|132.41319515|-40.32015599| 75630|
|  -47.06|  -42.50|     42080| 5.47|128.65078050|+65.14527349| 72037|
|   11.87|   22.35|     13965| 5.47|044.95742747|+47.22063875| 18474|
|  104.17|  -24.29|     21039| 5.47|067.66177772|+15.69193829| 28546|
|    0.15|   -3.37|     90913| 5.47|278.18050927|-14.86565430|170975|
|  -18.09|    1.84|     60941| 5.47|187.36272398|+24.10892077|108722|
|   -2.05|   -4.79|     27338| 5.47|086.85915586|+17.72915270| 38558|
|  -77.60|  234.68|     89042| 5.47|272.60941453|-62.00276787|165499|
|   -3.29|   -5.94|     89290| 5.47|273.30291529|-41.33609648|166596|
|  -30.71|  -16.46|     65112| 5.47|200.15772684|-52.74778497|115823|
|   19.69|    5.34|    110725| 5.47|336.50326220|+70.77088542|213022|
| 1035.25|  109.22|     84720| 5.47|259.76230946|-46.63650010|156274|
|   37.32|   33.58|      4104| 5.47|013.16917061|-24.00592567|  5098|
|    9.66|    3.03|     53781| 5.47|165.06123415|+45.52626916| 95212|
|  -48.40|    1.48|     38639| 5.47|118.67807760|+47.56459225| 64144|
| -636.53| -397.92|     78400| 5.47|240.08324525|-16.53238334|143333|
|   13.40|   11.61|     90923| 5.47|278.20812019|+30.55418062|171301|
|   38.15|  -94.28|     22626| 5.47|073.02153945|+63.50564999| 30442|
| -212.26|   95.24|     72582| 5.47|222.62417599|+37.27181511|131111|
|  -17.77|   -7.05|     44961| 5.47|137.39824927|-08.78763061| 78732|
|   22.84|  -23.78|     16470| 5.47|053.03575392|+48.02353391| 21699|
|  -32.38|   -4.12|     68581| 5.47|210.59501153|-27.42976294|122430|
|  -36.03|    4.35|     60044| 5.47|184.70860512|+75.16055020|107193|
|   11.44|  -37.36|     25695| 5.47|082.31871986|+25.15030596| 35943|
|   -7.46|    3.11|     52004| 5.47|159.36281779|-58.73334704| 92207|
|   -5.02| -103.52|     34440| 5.47|107.09184320|+15.93092642| 54131|
|   22.87|   35.93|    102014| 5.47|310.08255226|-33.43193038|196737|
|   37.24| -160.72|    110936| 5.47|337.16325785|-39.13140099|212953|
|    4.48|   20.06|     90133| 5.47|275.90182621|-75.04432557|167468|
|   27.60|   61.88|     22871| 5.47|073.79641541|-74.93700232| 32440|
|  -46.72|  101.95|     20982| 5.47|067.50249474|+83.34013144| 26659|
|    4.39|    4.97|     87747| 5.47|268.85494207|+26.04997848|163506|
|  -12.03|  -18.22|     44613| 5.48|136.35044363|+48.53035841| 77601|
|    8.60|   -4.43|    103094| 5.48|313.32732775|+45.18168341|199098|
|    3.24|   -7.10|     18141| 5.48|058.17355849|-05.36124167| 24388|
|   -7.59|  -48.49|     24679| 5.48|079.41769273|-13.51970778| 34538|
|  -66.30|   29.68|     76957| 5.48|235.71176316|+52.36083046|140728|
|   -4.92|    3.51|     42712| 5.48|130.56748955|-48.09909900| 74455|
|  -82.20|    0.11|     61318| 5.48|188.44498858|-09.45207768|109309|
|    3.86|  -54.37|     13265| 5.48|042.66834974|-35.67571664| 17829|
|    5.93|   -9.61|     82960| 5.48|254.29655015|-33.25946890|152820|
|   99.62|  126.17|     56802| 5.48|174.66648767|-13.20224958|101198|
|   -3.88|    3.41|     38593| 5.48|118.54588048|-35.87729557| 64802|
|   91.67|    8.96|    105668| 5.48|321.04766053|-12.87813020|203705|
|   51.83|   -8.98|     82402| 5.48|252.58062783|+07.24770528|151956|
| -120.89|  136.99|     72664| 5.48|222.86072795|+59.29365246|131507|
| -104.67|   77.39|     38048| 5.48|116.98659214|-12.19289276| 63336|
| -129.35|   -2.49|     80008| 5.48|244.98017016|+39.70859042|147365|
|   19.63|  -13.60|     11249| 5.48|036.20435282|+10.61059804| 14951|
|   -4.25|    2.37|     30214| 5.48|095.35299081|-11.77324372| 44458|
|    7.93|   11.21|     73133| 5.48|224.19211288|-11.40972790|131918|
|  -17.66|  -26.16|     82135| 5.48|251.69988126|-39.37689836|151078|
|  -12.39|  -69.77|    105767| 5.48|321.32068720|-03.55657786|203926|
|   42.68|  -30.14|    102497| 5.48|311.58346515|-39.19918925|197630|
|   -1.38|   13.19|     79280| 5.48|242.70636884|+75.87753079|146926|
|  -23.22|   24.05|     42715| 5.49|130.57922931|-53.10011485| 74535|
|  -34.64|   10.28|     14417| 5.49|046.53313395|+79.41851027| 18438|
|   -2.99|   -7.10|     91004| 5.49|278.47286565|-24.03226534|171115|
| -125.33|  -64.92|     52689| 5.49|161.60563681|+14.19480263| 93291|
|  -37.28|   14.28|    110078| 5.49|334.46123241|-77.51158803|210853|
|   26.61|  -23.72|     15338| 5.49|049.44721595|+44.02508193| 20315|
|  135.55| -185.17|     97063| 5.49|295.88936752|-15.46965541|186185|
|   48.91|  -93.07|     37901| 5.49|116.50900614|-06.77228458| 62902|
|    2.95|  -19.17|     93667| 5.49|286.10439624|-31.04703255|177074|
|  -95.00| -186.09|     88836| 5.49|272.00961362|+36.40171633|166229|
|  -71.25|  -24.05|     50303| 5.49|154.06033082|+29.31055982| 88960|
|    0.09|  -20.33|      7213| 5.49|023.23355059|-36.86518161|  9525|
|  -15.94|    0.02|     45526| 5.49|139.17240336|-08.74475953| 79931|
|  232.16| -495.84|     79672| 5.49|243.90472242|-08.36823651|146233|
|  -20.98|  -47.58|     27517| 5.49|087.40231190|-14.48354987| 39070|
|  130.41|  169.20|     22263| 5.49|071.90088443|-16.93486728| 30495|
|   96.45|    5.50|    117375| 5.49|356.98536110|-02.76161103|223252|
|  -77.41|   -8.86|     61724| 5.49|189.78065686|+21.06258094|110024|
|   48.52|   17.61|    116611| 5.49|354.48655342|+18.40062425|222133|
|  -22.42|    0.69|     46578| 5.49|142.47716139|-26.58961727| 82205|
|   -3.85|  -52.83|     29150| 5.49|092.24111381|-22.42728352| 42301|
|  -13.19|   -3.47|     61136| 5.49|187.91810373|-59.42391403|108968|
|   -3.51|  -11.53|    103401| 5.49|314.22512443|-09.69751669|199345|
|  -15.00|  -23.40|     89369| 5.49|273.56629234|-21.71310708|167036|
|  197.14|  -12.25|      3607| 5.49|011.54845521|-22.52206718|  4398|
|    2.56|   -3.96|     18434| 5.49|059.11953366|+35.08090840| 24640|
|   43.66|  -17.45|      8240| 5.49|026.52469172|-50.81621317| 10934|
|   29.49|  -42.73|     20171| 5.50|064.85866225|+21.14241058| 27295|
|  -16.37|  -13.31|     81141| 5.50|248.58070589|-70.98806509|148488|
|  -19.18|    8.00|     67172| 5.50|206.48471128|-12.42654721|119853|
| -172.45|  188.13|     56497| 5.50|173.73751871|-49.13694740|100708|
|    1.92|   -6.89|    100435| 5.50|305.51428968|+24.44611603|193911|
|   -9.98|   10.93|     34000| 5.50|105.81295570|-59.17813539| 53921|
|   15.53|  -30.38|      4889| 5.50|015.70452742|+31.80433674|  6118|
|  -11.08|  -17.37|     29064| 5.50|091.97028171|-42.15400130| 42303|
|  -31.49|  -28.04|     49005| 5.50|149.96549960|+56.81187557| 86378|
|   -4.23|  -10.85|     25950| 5.50|083.05893591|+17.05815445| 36408|
|  -17.27|  -41.17|     76133| 5.50|233.24144948|-01.18629929|138562|
|  -25.69|  -44.91|     79199| 5.50|242.46919686|-33.54569572|144987|
|  -36.28|   -6.02|     66435| 5.50|204.29605970|+71.24226650|118904|
|  -49.29|   14.46|    105913| 5.50|321.75692385|-42.54796563|204018|
|  -18.92|  -39.51|     76106| 5.50|233.15297100|-19.67036366|138413|
|  -35.17|  147.45|     35564| 5.50|110.08940661|-52.31188250| 57852|
|   11.60|   23.05|     97077| 5.50|295.92882357|+25.77187257|186486|
|    1.74|   -5.29|     23900| 5.50|077.02759284|+24.26518765| 32990|
|  -15.99|   -6.75|      9570| 5.50|030.74152860|+33.28415151| 12471|
|   -5.67|   -2.32|     22958| 5.50|074.10078852|-05.17135066| 31512|
|   50.82|  -58.73|      6732| 5.50|021.67352916|+19.24056476|  8763|
|   81.00|   15.25|      4852| 5.50|015.60990729|-31.55204219|  6178|
|   15.72|  -51.42|     15861| 5.50|051.07693671|+24.72418789| 21017|
|  -24.17|  -18.93|     15643| 5.50|050.35010618|-23.63508924| 20894|
|   16.29|   11.48|    115836| 5.50|352.01486122|-87.48224182|219765|
|   33.92|  -28.75|     81252| 5.50|248.93654572|-65.49532908|148890|
|   18.87|   -5.34|     89065| 5.50|272.66786991|+03.32426855|166460|
|   42.47|   -0.98|    108543| 5.50|329.82450083|-38.39509330|208737|
|   -7.01|    8.74|     24450| 5.50|078.68355139|+05.15612934| 34043|
|   94.06|  -40.64|     52686| 5.50|161.60202972|+18.89162177| 93257|
|   -4.01|   -0.64|      1647| 5.50|005.16267858|-69.62491154|  1685|
|  -32.17|    3.29|     51821| 5.50|158.80364609|-39.56259670| 91793|
| -248.40| -165.49|      5346| 5.51|017.09309979|+05.65022130|  6763|
|   -6.77|    5.15|    113532| 5.51|344.89901144|-29.46232352|217236|
|  -65.14|  245.24|     92549| 5.51|282.89583932|+52.97452091|175225|
|  -15.96|  -12.20|    107235| 5.51|325.77701184|+41.15499969|206749|
|   -3.55|   -3.28|    105259| 5.51|319.81538311|+58.62350994|203338|
|   33.23|   -2.60|     98325| 5.51|299.65816165|+30.98367174|189395|
| -134.18|  -21.69|     67250| 5.51|206.74947851|+38.54274988|120164|
|   12.51|  -30.44|     94437| 5.51|288.31464939|-12.28250973|179497|
|   14.24|   12.97|     98823| 5.51|301.03461172|+07.27793427|190327|
|  -17.20|  -14.02|     82480| 5.51|252.85391115|+01.21598136|152127|
|   -5.84|    7.22|     29941| 5.51|094.55721559|-19.96699189| 43955|
|   27.18|   15.95|     14131| 5.51|045.56415553|-71.90249547| 19400|
|  -29.83|   40.92|     84835| 5.51|260.08811224|+46.24068047|157325|
|   59.91|  -26.20|     73193| 5.51|224.38840115|-00.16754803|132132|
|   14.53|    9.01|      6748| 5.51|021.71481835|-13.05653391|  8829|
|  -17.45|   12.86|     52221| 5.51|160.04776480|-65.10024026| 92664|
|   -4.23|   11.25|     20860| 5.51|067.05539751|+83.80776284| 26356|
|  -99.56|  -49.34|     52422| 5.51|160.75811147|+26.32569732| 92769|
|  -12.05|   -8.27|     59232| 5.51|182.22749200|-41.23158452|105521|
|   18.29|   12.92|     99404| 5.51|302.63968695|+26.90413736|191747|
|  107.44|  -31.64|     19388| 5.51|062.29125233|+19.60929366| 26162|
|   53.83|  -35.12|      3675| 5.51|011.75594336|+11.97393464|  4482|
|   30.88|   47.88|     87308| 5.51|267.59529976|+29.32202669|162555|
|    1.49|  -13.52|     97260| 5.51|296.50506632|-31.90853854|186500|
|  -81.71| -107.11|     54029| 5.51|165.81220090|-11.30320923| 95808|
|  -47.95|  -34.35|    103527| 5.51|314.60817904|+10.83936950|199665|
| -118.74|  -42.02|     75049| 5.51|230.03599149|+29.61631109|136512|
|  -37.72|  -27.81|     70915| 5.51|217.53608389|-45.32128792|126981|
|   47.14| -101.40|      2802| 5.51|008.92139531|-48.00066027|  3302|
|   -1.05|  -22.44|     93225| 5.51|284.84917715|-12.84046242|176162|
|  -18.89| -151.08|    111062| 5.51|337.49145207|+04.43205725|213235|
|  -11.73|   -7.36|     93340| 5.51|285.18111302|+55.65831944|177249|
|  -11.16|  -12.30|     23043| 5.51|074.34311423|+17.15370680| 31539|
|  -18.51|   46.57|     41451| 5.51|126.81994813|-70.09359517| 72337|
|    1.41|  -10.37|     99518| 5.51|302.94989008|+26.80901561|192004|
|   29.04|    0.14|     92630| 5.51|283.11335813|-46.59511945|174387|
|  113.20|   62.00|     15201| 5.51|048.98899185|-77.38860498| 21024|
|   93.21| -106.93|     10642| 5.51|034.24578955|-06.42185630| 14129|
|   24.00|  -31.03|     47267| 5.51|144.50597591|-43.19086905| 83548|
| -103.48|   58.14|     88816| 5.52|271.95168241|-17.15430069|165687|
| -383.06|  -85.67|     54336| 5.52|166.72679525|+01.95573365| 96436|
|  -24.77|   -4.73|    107835| 5.52|327.69677354|-69.62940458|207241|
|    1.39|    5.94|     28098| 5.52|089.08726177|-31.38245487| 40248|
|    2.46|   -3.08|     39566| 5.52|121.26544452|-53.10791360| 67364|
|   -0.74|   -1.93|    110817| 5.52|336.77213047|+65.13227452|213087|
|   -6.71|  -17.22|    102916| 5.52|312.75317995|-37.91328991|198357|
|   28.68|  -22.40|     73497| 5.52|225.33254143|-02.75487208|132833|
|  -64.78|   24.17|    109474| 5.52|332.66209270|+70.13251390|210884|
|  166.97| -106.71|      7978| 5.52|025.62146258|-53.74057470| 10647|
| -128.39|  -39.60|     51384| 5.52|157.42586771|+84.25210531| 89571|
|   -6.11|   15.23|     39360| 5.52|120.68662049|-41.30986539| 66624|
|  -39.95|    9.30|     73634| 5.52|225.77534828|+35.20577288|133392|
|  -16.14|   -8.60|     22854| 5.52|073.76309080|+55.25912955| 30958|
|    7.61|    5.34|     90124| 5.52|275.87008800|-36.23800004|168838|
|  -29.41|  -11.39|    112381| 5.52|341.42003143|-46.54729992|215405|
|    8.89|   -4.33|     94789| 5.52|289.30091657|-66.66103756|179366|
|  -15.65|   -1.93|     50935| 5.52|156.03589322|+33.71853542| 90040|
|  -92.03|  -25.69|     41395| 5.52|126.67502883|-12.53453988| 71377|
|   21.68|   -1.96|     40282| 5.52|123.39261076|-50.19606698| 69194|
|  -58.67|  -63.26|    107975| 5.52|328.12481712|+28.79369216|207978|
|  163.93| -203.52|     19335| 5.52|062.15206221|+38.04022796| 25998|
|   -8.52|   -6.54|     24555| 5.52|079.01724675|+11.34136954| 34203|
|    2.99|  -14.33|     31583| 5.52|099.14720939|-05.21110831| 47054|
|  -66.70| -110.40|     60170| 5.52|185.08216696|+26.61975090|107325|
|    4.39|  -21.26|     25555| 5.52|081.94002438|+15.87410386| 35770|
|   26.20| -231.06|     17738| 5.52|056.98342907|-30.16732063| 23940|
|   31.26|  -23.29|     13327| 5.52|042.87319979|+15.08212726| 17769|
|  -33.86|    1.83|     74732| 5.52|229.09596946|-22.39942083|135534|
|  -27.58|  -98.39|     41152| 5.52|125.95220483|+53.21995142| 70313|
|    0.16|   16.11|     85385| 5.52|261.70469683|+20.08093784|158148|
|  -77.23|    0.27|     66091| 5.52|203.21536872|-15.36301232|117789|
|  -15.40|   10.85|     50456| 5.52|154.53166913|-28.99202661| 89353|
|   73.41|    4.01|    109745| 5.53|333.45491277|+45.44060328|211096|
|   10.08|    3.52|     58159| 5.53|178.91886481|+15.64680922|103578|
|   52.09|  -17.64|     22028| 5.53|071.03312400|-18.66654311| 30127|
|    8.42|  -23.50|     86698| 5.53|265.71288389|-36.94550742|160668|
| 1337.83|  648.71|     15330| 5.53|049.43528798|-62.57689893| 20766|
| -250.56|   57.68|     40035| 5.53|122.66656902|-13.79934746| 68146|
|  -10.20|  -38.25|     83057| 5.53|254.57478718|-50.64109176|152824|
| -223.65|  -88.58|    113148| 5.53|343.69002010|-16.27174207|216640|
|   44.78|   63.39|    113969| 5.53|346.21728516|-68.82037973|217831|
|   29.84|  -42.71|     63950| 5.53|196.59410061|+22.61629063|113866|
|  -15.05|  -11.99|     78436| 5.53|240.19850629|-08.41132413|143459|
|   42.90|  -34.86|     26382| 5.53|084.26545679|+17.04040910| 37147|
|   17.66|  -21.97|     20884| 5.53|067.13378878|+01.38087416| 28375|
|    9.30|   34.77|     21949| 5.53|070.76644496|-70.93111187| 30612|
|   12.57|  -28.23|     89020| 5.53|272.52418933|-30.72859747|166023|
|  -33.57|  -59.29|     12107| 5.53|039.00028366|-07.83145306| 16212|
|  -12.94|   28.67|     81290| 5.53|249.04763676|+52.89997858|150100|
|  -10.66|  -15.26|     76126| 5.53|233.23011545|-16.85280725|138485|
|  -99.18|  -55.48|     84551| 5.53|259.26547645|-32.66270528|156098|
|   12.53|   -8.25|      8704| 5.53|027.99711412|+55.14740479| 11241|
|    7.34|   10.59|       107| 5.53|000.33380226|-50.33739907|224865|
|  -45.46|  -11.45|     69658| 5.53|213.85047098|-18.20066197|124683|
|   -0.35|  -13.25|     20789| 5.53|066.82269876|+22.99636881| 28149|
|  -29.12|    6.18|     77464| 5.53|237.23672761|-03.81852811|141378|
|    0.14|   -3.64|     17167| 5.53|055.15972132|-05.21069726| 22920|
|  -26.99|   31.11|     49065| 5.53|150.18293561|-82.21474569| 87971|
|   -9.68|   -1.84|    107586| 5.53|326.85544759|+60.69269363|207528|
| -254.02|  -54.60|     69536| 5.53|213.52221581|+12.95957667|124570|
|   33.16|  130.07|    115713| 5.53|351.65226789|-52.72191900|220729|
|    5.07|  -43.02|     25853| 5.53|082.78176520|-20.86355455| 36473|
|   75.83|   84.43|     93843| 5.53|286.65701713|+28.62838960|178233|
|    4.28|   16.69|     94982| 5.53|289.91393971|+12.37463918|181333|
|    2.86|  -11.79|    102066| 5.53|310.26058373|+32.30731586|197177|
|  -82.39|  -22.28|     67819| 5.53|208.38675080|-35.66419416|120987|
|  -25.21|   21.57|     30651| 5.53|096.60776525|+56.28504370| 44691|
|  -12.66|   -9.52|     69462| 5.53|213.31841949|-53.66565135|124147|
|   20.90|   -7.01|    103981| 5.53|316.01963509|-05.82304908|200496|
|    2.63|    0.18|     80460| 5.53|246.35069083|+37.39407872|148283|
|   97.60|   -2.50|    110529| 5.53|335.87827430|-24.76265507|212271|
|   -1.68|   -3.31|    106227| 5.53|322.74705697|+60.45944015|205139|
|   82.88|   21.81|     79980| 5.53|244.88617634|-30.90676896|146836|
|   29.44| -186.12|     35136| 5.54|108.95880519|+47.24041621| 55575|
|   -0.15|   -3.93|     97765| 5.54|298.00664208|+24.99217156|187982|
|  141.98| -483.34|     58576| 5.54|180.18486353|-10.44483921|104304|
|    5.44|  -26.39|     28524| 5.54|090.31789213|-33.91177131| 41047|
|   31.23|   21.10|    103298| 5.54|313.91063822|+12.56850687|199254|
|  -27.98|  -41.74|     77390| 5.54|236.97123090|-65.44218988|140483|
|   44.60|   15.35|    103598| 5.54|314.85555250|+59.43855678|200205|
|    3.02|    3.24|     86019| 5.54|263.69312162|-11.24200693|159358|
| -120.83|   87.25|     78132| 5.54|239.31101948|+14.41426805|142980|
|   57.71| -104.75|     32609| 5.54|102.05096806|+55.70444959| 48766|
|  -29.88|    5.95|     36039| 5.54|111.40911866|-79.09420265| 60816|
|    5.55|   15.65|     45219| 5.54|138.23176998|-59.41396656| 79698|
|  -51.92|  -10.86|     75127| 5.54|230.28183604|-05.82482695|136479|
|   29.73|    1.64|       813| 5.54|002.50910252|+11.14580908|   560|
|   15.91|   48.03|     84183| 5.54|258.13566410|+62.87422062|156295|
|   -6.99|  103.01|     86623| 5.54|265.49432602|+15.95217942|160910|
|  -20.93|   73.14|     29263| 5.54|092.54341638|-40.35396993| 42682|
|  -81.49|   25.91|     56146| 5.54|172.62117030|+18.40973855|100006|
|  -82.40|    4.24|     57013| 5.54|175.33273307|-43.09567719|101615|
|    4.42|  -37.43|     27581| 5.54|087.62043148|+14.30569894| 39019|
|  127.46| -122.41|    115054| 5.54|349.54077554|-40.82406346|219693|
